STATE,OCC_TITLE,median_delta,cpi_delta,adj_delta,num_years
Alabama,payroll and timekeeping clerks,26.20666,-3.670749,29.98943,10
Alabama,procurement clerks,27.92332,-3.670749,31.75753,10
Alabama,tellers,25.10928,-3.670749,28.85915,10
Alabama,brokerage clerks,39.95053,-3.670749,44.14523,10
Alabama,correspondence clerks,-5.393586,-3.670749,-2.557968,10
Alabama,court municipal and license clerks,13.74814,-3.670749,17.15748,10
Alabama,credit authorizers checkers and clerks,39.88604,-3.670749,44.0788,10
Alabama,customer service representatives,14.37784,-3.670749,17.80607,10
Alabama,eligibility interviewers government programs,-8.180301,-3.670749,-5.428211,10
Alabama,file clerks,17.04848,-3.670749,20.55675,10
Alabama,hotel motel and resort desk clerks,25.87635,-3.670749,29.64922,10
Alabama,interviewers except eligibility and loan,14.23922,-3.670749,17.66328,10
Alabama,library assistants clerical,18.04424,-3.670749,21.58235,10
Alabama,loan interviewers and clerks,22.24299,-3.670749,25.90695,10
Alabama,new accounts clerks,38.31089,-3.670749,42.45646,10
Alabama,order clerks,26.6347,-3.670749,30.43029,10
Alabama,human resources assistants except payroll and timekeeping,14.95419,-3.670749,18.39969,10
Alabama,receptionists and information clerks,14.89564,-3.670749,18.33938,10
Alabama,reservation and transportation ticket agents and travel clerks,25.83195,-3.670749,29.60348,10
Alabama,all other information and record clerks,13.22166,-2.669635,15.6897,3
Alabama,cargo and freight agents,38.10069,-3.670749,42.23994,10
Alabama,couriers and messengers,30.86283,-3.670749,34.78515,10
Alabama,police fire and ambulance dispatchers,21.40295,-3.670749,25.04173,10
Alabama,dispatchers except police fire and ambulance,21.79827,-3.670749,25.4489,10
Alabama,meter readers utilities,15.44118,-3.670749,18.90127,10
Alabama,postal service clerks,26.93339,-3.670749,30.73794,10
Alabama,postal service mail carriers,21.36301,-3.670749,25.0006,10
Alabama,postal service mail sorters processors and processing machine operators,32.29264,-3.670749,36.2578,10
Alabama,production planning and expediting clerks,33.42595,-3.670749,37.4251,10
Alabama,shipping receiving and traffic clerks,16.73837,-3.670749,20.23733,10
Alabama,stock clerks and order fillers,17.15915,-3.670749,20.67074,10
Alabama,weighers measurers checkers and samplers recordkeeping,4.577611,-3.670749,7.712093,10
Alabama,executive secretaries and administrative assistants,7.935265,-2.669635,10.28808,3
Alabama,legal secretaries,13.28518,-3.670749,16.68064,10
Alabama,medical secretaries,30.97803,-3.670749,34.9038,10
Alabama,secretaries except legal medical and executive,9.152799,-2.669635,11.53215,3
Alabama,computer operators,22.59945,-3.670749,26.27409,10
Alabama,data entry keyers,18.27731,-3.670749,21.8224,10
Alabama,word processors and typists,19.41821,-3.670749,22.99749,10
Alabama,desktop publishers,-8.801697,-3.670749,-6.068232,10
Alabama,insurance claims and policy processing clerks,21.7692,-3.670749,25.41896,10
Alabama,mail clerks and mail machine operators except postal service,30.36036,-3.670749,34.26763,10
Alabama,office clerks general,15.82374,-3.670749,19.29529,10
Alabama,office machine operators except computer,17.12099,-3.670749,20.63143,10
Alabama,proofreaders and copy markers,29.89963,-3.003342,33.08518,6
Alabama,statistical assistants,3.271441,-3.670749,6.36677,10
Alabama,office and administrative support workers all other,19.79167,-3.670749,23.38215,10
Alabama,farming fishing and forestry occupations,17.37936,-3.670749,20.89755,10
Alabama,first-line supervisors/managers of farming fishing and forestry workers,-8.06487,-2.669635,-6.060832,3
Alabama,agricultural inspectors,0.2002002,-3.670749,3.203472,9
Alabama,graders and sorters agricultural products,10.72464,-3.670749,14.04336,10
Alabama,agricultural equipment operators,57.86954,-3.670749,62.60131,10
Alabama,farmworkers and laborers crop nursery and greenhouse,21.14114,-3.670749,24.77207,10
Alabama,farmworkers farm and ranch animals,-2.546973,-2.669635,-0.4226532,3
Alabama,agricultural workers all other,11.54708,-3.670749,14.89046,10
Alabama,forest and conservation workers,273.3513,-3.448274,283.8634,8
Alabama,fallers,-3.549488,-3.670749,-0.6586037,10
Alabama,logging equipment operators,27.52915,-3.670749,31.35155,10
Alabama,log graders and scalers,27.66408,-3.670749,31.49053,10
Alabama,logging workers all other,92.76572,-3.448274,98.19327,8
Alabama,construction and extraction occupations,25.67103,-3.670749,29.43773,10
Alabama,first-line supervisors/managers of construction trades and extraction workers,6.649053,-2.669635,8.973825,3
Alabama,boilermakers,38.95828,-3.670749,43.12324,10
Alabama,brickmasons and blockmasons,-0.3658218,-3.670749,2.620494,10
Alabama,stonemasons,-4.308645,-3.670749,-1.440516,9
Alabama,carpenters,23.94317,-3.670749,27.65809,10
Alabama,carpet installers,17.64509,-3.670749,21.17123,10
Alabama,floor layers except carpet wood and hard tiles,-12.33621,-3.670749,-9.708685,10
Alabama,floor sanders and finishers,-7.103825,-3.670749,-4.319465,8
Alabama,tile and marble setters,39.63675,-3.670749,43.82205,10
Alabama,cement masons and concrete finishers,12.49562,-3.670749,15.86743,10
Alabama,terrazzo workers and finishers,62.05894,-2.224694,65.00279,4
Alabama,construction laborers,26.95531,-3.670749,30.7605,10
Alabama,paving surfacing and tamping equipment operators,25.13534,-3.670749,28.88599,10
Alabama,pile-driver operators,-16.48661,-3.003342,-14.4386,8
Alabama,operating engineers and other construction equipment operators,19.56166,-3.670749,23.14525,10
Alabama,drywall and ceiling tile installers,18.17266,-3.670749,21.71462,10
Alabama,tapers,1.023102,-2.224694,2.858211,4
Alabama,electricians,20.35714,-3.670749,23.96458,10
Alabama,glaziers,23.19049,-3.670749,26.88286,10
Alabama,insulation workers floor ceiling and wall,15.99391,-3.670749,19.47057,10
Alabama,insulation workers mechanical,24.40027,-3.670749,28.12889,10
Alabama,painters construction and maintenance,21.44389,-3.670749,25.08389,10
Alabama,paperhangers,41.39013,-3.670749,45.62798,6
Alabama,pipelayers,15.6228,-3.670749,19.08833,10
Alabama,plumbers pipefitters and steamfitters,20.40447,-3.670749,24.01333,10
Alabama,plasterers and stucco masons,-7.42978,-3.670749,-4.65519,10
Alabama,reinforcing iron and rebar workers,37.92408,-3.003342,41.30642,8
Alabama,roofers,15.96799,-3.670749,19.44387,10
Alabama,sheet metal workers,15.44793,-3.670749,18.90822,10
Alabama,structural iron and steel workers,24.86726,-3.670749,28.60987,10
Alabama,helpers--brickmasons blockmasons stonemasons and tile and marble setters,19.30521,-3.670749,22.88111,10
Alabama,helpers--carpenters,14.98851,-3.670749,18.43503,10
Alabama,helpers--electricians,26.75397,-3.670749,30.55314,10
Alabama,helpers--painters paperhangers plasterers and stucco masons,22.01431,-3.670749,25.67141,10
Alabama,helpers--pipelayers plumbers pipefitters and steamfitters,14.87923,-3.670749,18.32248,10
Alabama,helpers--roofers,15.25508,-3.670749,18.70959,10
Alabama,helpers construction trades all other,13.75246,-3.670749,17.16193,10
Alabama,construction and building inspectors,24.16285,-3.670749,27.88435,10
Alabama,elevator installers and repairers,7.274573,-3.670749,10.48988,10
Alabama,fence erectors,26.49412,-3.670749,30.28549,10
Alabama,hazardous materials removal workers,5.938494,-3.670749,9.113768,10
Alabama,highway maintenance workers,16.50648,-3.670749,19.9985,10
Alabama,rail-track laying and maintenance equipment operators,-8.427571,-3.670749,-5.682896,10
Alabama,septic tank servicers and sewer pipe cleaners,1.095515,-3.670749,4.125621,10
Alabama,construction and related workers all other,36.75799,-3.670749,40.85701,10
Alabama,derrick operators oil and gas,22.50239,-2.335927,24.83896,7
Alabama,rotary drill operators oil and gas,-30.27237,-3.670749,-28.18245,7
Alabama,service unit operators oil gas and mining,46.66467,-3.670749,51.06062,10
Alabama,earth drillers except oil and gas,21.28476,-3.670749,24.92,10
Alabama,explosives workers ordnance handling experts and blasters,8.154318,-3.670749,11.396,10
Alabama,continuous mining machine operators,43.23507,-3.670749,47.52821,10
Alabama,mine cutting and channeling machine operators,43.06396,-3.670749,47.35199,10
Alabama,mining machine operators all other,23.64719,-3.003342,26.67941,7
Alabama,roof bolters mining,36.07726,-3.670749,40.15587,7
Alabama,roustabouts oil and gas,16.46984,-3.670749,19.96077,10
Alabama,helpers--extraction workers,-3.171092,-3.670749,-0.268858,8
Alabama,extraction workers all other,60.58572,-3.448274,65.10721,5
Alabama,installation maintenance and repair occupations,21.43064,-3.670749,25.07025,10
Alabama,first-line supervisors/managers of mechanics installers and repairers,8.292483,-2.669635,10.65308,3
Alabama,computer automated teller and office machine repairers,-5.472244,-3.670749,-2.638988,10
Alabama,radio mechanics,7.10924,-2.669635,9.444043,3
Alabama,telecommunications equipment installers and repairers except line installers,7.432433,-3.670749,10.65248,10
Alabama,avionics technicians,69.59607,-3.670749,74.67932,8
Alabama,electric motor power tool and related repairers,22.60947,-3.670749,26.28442,10
Alabama,electrical and electronics installers and repairers transportation equipment,47.15596,-3.670749,51.56662,10
Alabama,electrical and electronics repairers commercial and industrial equipment,18.81935,-3.670749,22.3807,10
Alabama,electrical and electronics repairers powerhouse substation and relay,39.66399,-3.670749,43.8501,10
Alabama,electronic equipment installers and repairers motor vehicles,6.254949,-3.670749,9.439705,10
Alabama,electronic home entertainment equipment installers and repairers,44.63054,-3.670749,48.96552,10
Alabama,security and fire alarm systems installers,24.4376,-3.670749,28.16734,10
Alabama,aircraft mechanics and service technicians,81.17316,-3.670749,86.60342,8
Alabama,automotive body and related repairers,18.7685,-3.670749,22.32831,10
Alabama,automotive glass installers and repairers,57.39543,-3.670749,62.11301,10
Alabama,automotive service technicians and mechanics,24.11107,-3.670749,27.83103,10
Alabama,bus and truck mechanics and diesel engine specialists,14.65492,-3.670749,18.09144,10
Alabama,farm equipment mechanics,15.86338,-2.669635,18.38901,3
Alabama,mobile heavy equipment mechanics except engines,20.27937,-3.670749,23.88448,10
Alabama,rail car repairers,-6.4572,-3.670749,-3.653471,10
Alabama,motorboat mechanics,5.244866,-2.669635,7.539037,3
Alabama,motorcycle mechanics,18.22822,-3.670749,21.77185,10
Alabama,outdoor power equipment and other small engine mechanics,28.00517,-3.670749,31.84184,10
Alabama,recreational vehicle service technicians,20.14742,-3.670749,23.74857,10
Alabama,tire repairers and changers,16.39938,-3.670749,19.88819,10
Alabama,mechanical door repairers,49.05343,-3.670749,53.52098,10
Alabama,control and valve installers and repairers except mechanical door,-1.006289,-3.670749,1.960821,10
Alabama,heating air conditioning and refrigeration mechanics and installers,21.66882,-3.670749,25.31556,10
Alabama,home appliance repairers,30.93883,-3.670749,34.86343,10
Alabama,industrial machinery mechanics,27.42813,-3.670749,31.2475,10
Alabama,maintenance and repair workers general,14.72646,-3.670749,18.16512,10
Alabama,maintenance workers machinery,22.36148,-3.670749,26.02898,10
Alabama,millwrights,10.08338,-3.670749,13.38288,10
Alabama,refractory materials repairers except brickmasons,114.1166,-3.670749,120.5343,10
Alabama,electrical power-line installers and repairers,31.51714,-3.670749,35.45906,10
Alabama,telecommunications line installers and repairers,-14.43971,-3.670749,-11.87523,10
Alabama,camera and photographic equipment repairers,0.2369044,-2.335927,2.148788,5
Alabama,medical equipment repairers,11.60923,-3.670749,14.95446,10
Alabama,musical instrument repairers and tuners,41.46538,-3.670749,45.70549,9
Alabama,precision instrument and equipment repairers all other,52.20108,-3.670749,56.76296,10
Alabama,coin vending and amusement machine servicers and repairers,38.44282,-3.670749,42.59234,10
Alabama,locksmiths and safe repairers,26.26632,-3.670749,30.05086,10
Alabama,manufactured building and mobile home installers,49.78261,-3.670749,54.27201,9
Alabama,riggers,59.62089,-3.670749,64.40517,10
Alabama,helpers--installation maintenance and repair workers,28.54821,-3.670749,32.40115,10
Alabama,installation maintenance and repair workers all other,11.02526,-3.670749,14.35299,10
Alabama,production occupations,20.53501,-3.670749,24.14779,10
Alabama,first-line supervisors/managers of production and operating workers,8.944183,-2.669635,11.31899,3
Alabama,aircraft structure surfaces rigging and systems assemblers,44.58518,-3.670749,48.91881,10
Alabama,coil winders tapers and finishers,30.06088,-3.670749,33.95917,10
Alabama,electrical and electronic equipment assemblers,-8.263933,-3.670749,-5.514348,10
Alabama,electromechanical equipment assemblers,32.4031,-3.670749,36.37159,10
Alabama,engine and other machine assemblers,39.06296,-3.670749,43.23106,10
Alabama,structural metal fabricators and fitters,12.78344,-3.670749,16.16387,10
Alabama,fiberglass laminators and fabricators,30.19899,-3.670749,34.1014,10
Alabama,team assemblers,27.71417,-3.670749,31.54211,10
Alabama,assemblers and fabricators all other,-4.397463,-3.670749,-1.531992,10
Alabama,bakers,11.21495,-3.670749,14.54837,10
Alabama,butchers and meat cutters,15.46939,-3.670749,18.93032,10
Alabama,meat poultry and fish cutters and trimmers,13.67479,-3.670749,17.08194,10
Alabama,slaughterers and meat packers,21.54802,-3.670749,25.19115,10
Alabama,food and tobacco roasting baking and drying machine operators and tenders,-18.68852,-3.670749,-16.2514,10
Alabama,food batchmakers,25.56539,-3.670749,29.32893,10
Alabama,food cooking machine operators and tenders,33.48126,-3.670749,37.48207,10
Alabama,computer-controlled machine tool operators metal and plastic,29.35065,-3.670749,33.22764,10
Alabama,numerical tool and process control programmers,2.15282,-2.669635,4.379583,3
